date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2/9/19,AAPL,2/22/19,187.5,Call,0.08,0.11,0.2529,0.0296,0.008,-0.0207,0.0225,0.0019
2/9/19,AAPL,2/22/19,187.5,Put,16.95,17.45,0.2926,-0.9563,0.0115,-0.0265,0.0319,-0.0258
2/9/19,AAPL,2/22/19,195,Call,0.02,0.05,0.2818,0.0082,0.0024,-0.0077,0.0075,0.0005
2/9/19,AAPL,2/22/19,195,Put,24.35,24.95,0.334,-0.9875,0.0051,-0.0093,0.0114,-0.0116
2/9/19,AAPL,3/8/19,187.5,Call,0.32,0.36,0.2275,0.0729,0.0129,-0.0274,0.0653,0.0093
2/9/19,AAPL,3/8/19,187.5,Put,17,17.25,0.2015,-0.9726,0.0123,-0.0071,0.0337,-0.024
2/9/19,AAPL,3/8/19,195,Call,0.11,0.14,0.2476,0.0285,0.0056,-0.0139,0.0308,0.0036
2/9/19,AAPL,3/8/19,195,Put,24.35,24.65,0.2476,-0.9922,0.006,-0.0028,0.013,-0.0053
2/9/19,AAPL,3/29/19,187.5,Call,0.88,0.96,0.2211,0.1364,0.0158,-0.0324,0.1364,0.0299
2/9/19,AAPL,3/29/19,187.5,Put,17.3,17.6,0.2091,-0.8999,0.017,-0.0174,0.1105,-0.0922
2/9/19,AAPL,3/29/19,195,Call,0.34,0.39,0.2265,0.0616,0.0086,-0.0183,0.0759,0.0136
2/9/19,AAPL,3/29/19,195,Put,24.4,24.7,0.2265,-0.966,0.0101,-0.007,0.0506,-0.0445
2/16/19,AAPL,3/1/19,187.5,Call,0.05,0.07,0.2349,0.021,0.0064,-0.0144,0.0169,0.0014
2/16/19,AAPL,3/1/19,187.5,Put,17.05,17.3,0.2873,-0.9599,0.0111,-0.0241,0.0312,-0.0245
2/16/19,AAPL,3/1/19,195,Call,0.01,0.03,0.2478,0.0031,0.0012,-0.0028,0.0032,0.0002
2/16/19,AAPL,3/1/19,195,Put,24.5,24.75,0.2964,-0.9997,0.0013,0,0.0006,0
2/16/19,AAPL,3/15/19,185,Call,0.32,0.37,0.2031,0.0811,0.0157,-0.0267,0.0708,0.0103
2/16/19,AAPL,3/15/19,185,Put,14.65,14.9,0.2113,-0.9265,0.0175,-0.0192,0.0697,-0.0511
2/16/19,AAPL,3/15/19,195,Call,0.07,0.12,0.2371,0.0232,0.0049,-0.0113,0.0259,0.003
2/16/19,AAPL,3/15/19,195,Put,24.55,24.75,0.2784,-0.9693,0.0081,-0.0118,0.0347,-0.034
2/16/19,AAPL,4/18/19,185,Call,1.43,1.48,0.2071,0.1905,0.0188,-0.0344,0.1893,0.0518
2/16/19,AAPL,4/18/19,185,Put,15.35,15.6,0.2079,-0.8286,0.0202,-0.0235,0.1784,-0.136
2/16/19,AAPL,4/18/19,195,Call,0.42,0.46,0.2102,0.0702,0.0092,-0.017,0.0937,0.0192
2/16/19,AAPL,4/18/19,195,Put,24.6,24.85,0.2232,-0.9463,0.0113,-0.0091,0.0789,-0.0744
2/23/19,AAPL,3/8/19,185,Call,0.12,0.14,0.1999,0.0471,0.0145,-0.0243,0.0333,0.0031
2/23/19,AAPL,3/8/19,185,Put,12,12.55,0.2514,-0.9152,0.0202,-0.0406,0.0538,-0.0328
2/23/19,AAPL,3/8/19,190,Call,0.04,0.07,0.228,0.0197,0.0062,-0.0134,0.0162,0.0013
2/23/19,AAPL,3/8/19,190,Put,16.9,17.5,0.3053,-0.9441,0.0125,-0.0353,0.0394,-0.0299
2/23/19,AAPL,3/8/19,200,Call,0.01,0.02,0.228,0.0007,0.0003,-0.0006,0.0008,0
2/23/19,AAPL,3/8/19,200,Put,26.75,27.5,0.3053,-1,0.0001,0,0,0
2/23/19,AAPL,3/22/19,185,Call,0.41,0.45,0.184,0.1044,0.0206,-0.0298,0.0867,0.0135
2/23/19,AAPL,3/22/19,185,Put,12.1,12.4,0.1852,-0.912,0.0222,-0.0195,0.0812,-0.0535
2/23/19,AAPL,3/22/19,190,Call,0.15,0.19,0.1936,0.0455,0.0103,-0.0164,0.0457,0.0059
2/23/19,AAPL,3/22/19,190,Put,16.95,17.25,0.2085,-0.9607,0.0131,-0.0107,0.0437,-0.0343
2/23/19,AAPL,3/22/19,200,Call,0.03,0.06,0.2086,0.0071,0.002,-0.0036,0.0094,0.0009
2/23/19,AAPL,3/22/19,200,Put,26.85,27.2,0.2343,-1,0,0,0,0
2/23/19,AAPL,4/18/19,185,Call,1.4,1.42,0.1912,0.2044,0.0223,-0.0358,0.1886,0.0502
2/23/19,AAPL,4/18/19,185,Put,12.85,13.05,0.1928,-0.8125,0.0238,-0.0253,0.1844,-0.1239
2/23/19,AAPL,4/18/19,190,Call,0.68,0.71,0.1902,0.116,0.0154,-0.0243,0.1299,0.0286
2/23/19,AAPL,4/18/19,190,Put,17.15,17.45,0.1902,-0.9114,0.0173,-0.0133,0.1105,-0.0903
2/23/19,AAPL,4/18/19,200,Call,0.17,0.18,0.1981,0.0345,0.0058,-0.0097,0.0508,0.0086
2/23/19,AAPL,4/18/19,200,Put,27,27.3,0.2421,-0.9553,0.0096,-0.0094,0.0649,-0.0644
3/2/19,AAPL,3/15/19,187.5,Call,0.05,0.07,0.1783,0.0262,0.01,-0.0136,0.0208,0.0017
3/2/19,AAPL,3/15/19,187.5,Put,12.15,12.9,0.1783,-0.9926,0.0106,-0.0028,0.0101,-0.0027
3/2/19,AAPL,3/15/19,192.5,Call,0.02,0.03,0.2076,0.0105,0.0039,-0.0072,0.0095,0.0007
3/2/19,AAPL,3/15/19,192.5,Put,17.15,17.9,0.2076,-1,0,0,0,0
3/2/19,AAPL,3/15/19,200,Call,0.01,0.02,0.2076,0.0006,0.0003,-0.0005,0.0007,0
3/2/19,AAPL,3/15/19,200,Put,24.55,25.35,0.2076,-1,0,0,0,0
3/2/19,AAPL,3/29/19,187.5,Call,0.31,0.35,0.1751,0.0863,0.0186,-0.0249,0.0762,0.0113
3/2/19,AAPL,3/29/19,187.5,Put,12.5,13.05,0.192,-0.9092,0.0214,-0.0212,0.0839,-0.0557
3/2/19,AAPL,3/29/19,192.5,Call,0.09,0.13,0.1809,0.0326,0.0083,-0.0118,0.0353,0.0043
3/2/19,AAPL,3/29/19,192.5,Put,17.15,17.95,0.1947,-0.98,0.0115,-0.0053,0.0273,-0.0175
3/2/19,AAPL,3/29/19,200,Call,0.02,0.05,0.1872,0.0059,0.0019,-0.0028,0.0081,0.0008
3/2/19,AAPL,3/29/19,200,Put,24.65,25.55,0.2158,-1,0,0,0,0
3/2/19,AAPL,4/18/19,185,Call,1.32,1.37,0.179,0.2163,0.0261,-0.0376,0.184,0.0469
3/2/19,AAPL,4/18/19,185,Put,10.7,11,0.175,-0.8081,0.028,-0.0253,0.1755,-0.1083
3/2/19,AAPL,4/18/19,190,Call,0.58,0.61,0.1775,0.113,0.0172,-0.0241,0.1203,0.0247
3/2/19,AAPL,4/18/19,190,Put,15.05,15.4,0.1738,-0.9205,0.0192,-0.0119,0.0981,-0.0732
3/2/19,AAPL,4/18/19,200,Call,0.12,0.13,0.1874,0.0283,0.0055,-0.0085,0.0407,0.0062
3/2/19,AAPL,4/18/19,200,Put,24.65,25.55,0.2285,-0.9655,0.0097,-0.0077,0.0511,-0.0463
3/9/19,AAPL,3/22/19,185,Call,0.11,0.13,0.198,0.0444,0.014,-0.023,0.0317,0.0029
3/9/19,AAPL,3/22/19,185,Put,9.95,14.15,0.198,-0.9698,0.0153,-0.0121,0.0257,-0.0169
3/9/19,AAPL,3/22/19,190,Call,0.04,0.05,0.2225,0.0169,0.0056,-0.0115,0.0142,0.0011
3/9/19,AAPL,3/22/19,190,Put,15.1,19.1,0.2408,-0.9883,0.0081,-0.0063,0.0122,-0.0083
3/9/19,AAPL,3/22/19,200,Call,0.01,0.03,0.2545,0.002,0.0007,-0.002,0.0021,0.0001
3/9/19,AAPL,3/22/19,200,Put,24.95,29.1,0.33,-0.9971,0.003,-0.0027,0.0039,-0.0013
3/9/19,AAPL,4/5/19,185,Call,0.51,0.55,0.1958,0.1181,0.0211,-0.0345,0.0946,0.0152
3/9/19,AAPL,4/5/19,185,Put,12.2,12.4,0.1845,-0.9142,0.022,-0.019,0.0793,-0.0527
3/9/19,AAPL,4/5/19,190,Call,0.18,0.2,0.1984,0.049,0.0107,-0.0178,0.0486,0.0063
3/9/19,AAPL,4/5/19,190,Put,16.85,19.15,0.3156,-0.8525,0.0163,-0.0549,0.1135,-0.0755
3/9/19,AAPL,4/5/19,200,Call,0.02,0.03,0.2114,0.0076,0.0021,-0.0039,0.0101,0.001
3/9/19,AAPL,4/5/19,200,Put,25,29.1,0.2114,-1,0,0,0,0
3/9/19,AAPL,4/26/19,185,Call,1.22,1.37,0.1956,0.195,0.0223,-0.0372,0.1746,0.0435
3/9/19,AAPL,4/26/19,185,Put,11.3,14.9,0.2063,-0.8074,0.0232,-0.0297,0.1784,-0.1169
3/9/19,AAPL,4/26/19,190,Call,0.56,0.66,0.1938,0.1067,0.015,-0.0243,0.1165,0.0239
3/9/19,AAPL,4/26/19,190,Put,15.2,19.3,0.1851,-0.933,0.0165,-0.0106,0.0865,-0.0692
3/9/19,AAPL,4/26/19,200,Call,0,2.26,0.1985,0.0275,0.005,-0.0085,0.0401,0.0062
3/9/19,AAPL,4/26/19,200,Put,25.05,29.1,0.19,-1,0,0,0,0
3/16/19,AAPL,3/29/19,185,Call,3.75,3.8,0.2128,0.5749,0.0505,-0.1157,0.1428,0.0396
3/16/19,AAPL,3/29/19,185,Put,2.36,2.41,0.2056,-0.425,0.0528,-0.1003,0.1429,-0.0269
3/16/19,AAPL,3/29/19,190,Call,1.52,1.54,0.2061,0.3202,0.0476,-0.1,0.1303,0.0223
3/16/19,AAPL,3/29/19,190,Put,5.1,5.2,0.1982,-0.6919,0.0499,-0.0838,0.127,-0.0386
3/16/19,AAPL,3/29/19,192.5,Call,0.89,0.92,0.2067,0.215,0.0388,-0.0813,0.1065,0.015
3/16/19,AAPL,3/29/19,192.5,Put,6.95,7.2,0.2006,-0.7989,0.0401,-0.0659,0.103,-0.0398
3/16/19,AAPL,3/29/19,200,Call,0.19,0.2,0.2257,0.0566,0.0138,-0.0341,0.0414,0.004
3/16/19,AAPL,3/29/19,200,Put,13.75,14.35,0.2456,-0.936,0.0162,-0.0334,0.0487,-0.0314
3/16/19,AAPL,3/29/19,205,Call,0.08,0.1,0.2493,0.0265,0.0067,-0.0202,0.0223,0.0019
3/16/19,AAPL,3/29/19,205,Put,18.5,19.15,0.2493,-0.986,0.0074,-0.0079,0.0147,-0.011
3/16/19,AAPL,4/12/19,185,Call,4.9,5,0.2037,0.5673,0.0375,-0.0807,0.2027,0.0772
3/16/19,AAPL,4/12/19,185,Put,3.35,3.45,0.199,-0.4349,0.039,-0.0674,0.202,-0.0544
3/16/19,AAPL,4/12/19,190,Call,2.52,2.57,0.1958,0.3753,0.0376,-0.073,0.1955,0.0516
3/16/19,AAPL,4/12/19,190,Put,5.95,6.05,0.1904,-0.6355,0.0395,-0.0594,0.1961,-0.0716
3/16/19,AAPL,4/12/19,192.5,Call,1.71,1.75,0.1936,0.2857,0.0341,-0.0641,0.1752,0.0395
3/16/19,AAPL,4/12/19,192.5,Put,7.65,7.8,0.189,-0.7284,0.0357,-0.0506,0.1701,-0.0756
3/16/19,AAPL,4/12/19,200,Call,0.46,0.5,0.1953,0.1025,0.0178,-0.0334,0.0921,0.0143
3/16/19,AAPL,4/12/19,200,Put,13.95,14.2,0.1888,-0.9235,0.0188,-0.0189,0.0767,-0.0542
3/16/19,AAPL,4/12/19,205,Call,0.2,0.23,0.2043,0.0499,0.0098,-0.02,0.0531,0.007
3/16/19,AAPL,4/12/19,205,Put,18.7,19,0.2043,-0.9715,0.0112,-0.0083,0.0379,-0.0281
3/16/19,AAPL,5/17/19,185,Call,7.95,8.05,0.2353,0.5581,0.0223,-0.065,0.3024,0.1483
3/16/19,AAPL,5/17/19,185,Put,6.5,6.6,0.232,-0.4561,0.0224,-0.0502,0.3053,-0.1418
3/16/19,AAPL,5/17/19,190,Call,5.45,5.55,0.229,0.4446,0.0229,-0.062,0.3038,0.1215
3/16/19,AAPL,5/17/19,190,Put,9.05,9.15,0.2258,-0.5694,0.0228,-0.0465,0.3036,-0.1766
3/16/19,AAPL,5/17/19,195,Call,3.55,3.65,0.2243,0.3341,0.0215,-0.055,0.278,0.0938
3/16/19,AAPL,5/17/19,195,Put,12.2,12.3,0.2213,-0.6789,0.0212,-0.0391,0.276,-0.2102
3/16/19,AAPL,5/17/19,200,Call,2.23,2.27,0.2212,0.2368,0.0184,-0.0454,0.2377,0.0681
3/16/19,AAPL,5/17/19,200,Put,15.85,16,0.2176,-0.7754,0.0181,-0.0289,0.2292,-0.2402
3/16/19,AAPL,5/17/19,205,Call,1.34,1.37,0.2198,0.1593,0.0145,-0.0351,0.1968,0.0467
3/16/19,AAPL,5/17/19,205,Put,19.95,20.15,0.2155,-0.8518,0.0141,-0.0181,0.1851,-0.2625
3/23/19,AAPL,4/5/19,187.5,Call,6.3,6.5,0.2896,0.6466,0.0343,-0.152,0.139,0.0449
3/23/19,AAPL,4/5/19,187.5,Put,2.56,2.68,0.2854,-0.3525,0.035,-0.1378,0.1383,-0.0239
3/23/19,AAPL,4/5/19,190,Call,4.75,5.05,0.2861,0.5571,0.0369,-0.158,0.1477,0.0389
3/23/19,AAPL,4/5/19,190,Put,3.55,3.85,0.2877,-0.4444,0.0371,-0.1473,0.1484,-0.0294
3/23/19,AAPL,4/5/19,195,Call,2.59,2.76,0.2852,0.374,0.0355,-0.1492,0.1417,0.0264
3/23/19,AAPL,4/5/19,195,Put,6.35,6.55,0.2845,-0.629,0.036,-0.137,0.1423,-0.039
3/23/19,AAPL,4/5/19,197.5,Call,1.88,1.98,0.2878,0.2932,0.032,-0.1361,0.1287,0.0207
3/23/19,AAPL,4/5/19,197.5,Put,8,8.3,0.2828,-0.7142,0.0328,-0.1212,0.1304,-0.042
3/23/19,AAPL,4/5/19,205,Call,0.7,0.75,0.3066,0.1296,0.0184,-0.0882,0.079,0.0092
3/23/19,AAPL,4/5/19,205,Put,14.25,14.9,0.3122,-0.8712,0.0189,-0.0796,0.0789,-0.0425
3/23/19,AAPL,4/18/19,187.5,Call,7.3,7.6,0.2624,0.6287,0.0283,-0.1051,0.1927,0.0802
3/23/19,AAPL,4/18/19,187.5,Put,3.4,3.55,0.2568,-0.3709,0.0291,-0.091,0.1939,-0.0461
3/23/19,AAPL,4/18/19,190,Call,5.85,6.1,0.2592,0.5557,0.0299,-0.1073,0.2014,0.0713
3/23/19,AAPL,4/18/19,190,Put,4.4,4.6,0.2538,-0.4461,0.0309,-0.0934,0.202,-0.0542
3/23/19,AAPL,4/18/19,195,Call,3.55,3.7,0.2548,0.4049,0.0298,-0.1019,0.1976,0.0525
3/23/19,AAPL,4/18/19,195,Put,7.05,7.3,0.2504,-0.6015,0.0308,-0.0883,0.197,-0.0685
3/23/19,AAPL,4/18/19,197.5,Call,2.7,2.79,0.2536,0.3335,0.0281,-0.0947,0.1854,0.0434
3/23/19,AAPL,4/18/19,197.5,Put,8.65,8.95,0.2488,-0.6755,0.0291,-0.0807,0.1872,-0.0735
3/23/19,AAPL,4/18/19,205,Call,1.1,1.18,0.2581,0.1678,0.0191,-0.0657,0.1279,0.022
3/23/19,AAPL,4/18/19,205,Put,14.55,14.9,0.2504,-0.8494,0.0197,-0.0496,0.1197,-0.0737
3/23/19,AAPL,5/17/19,185,Call,11.6,11.9,0.2791,0.6482,0.0183,-0.0786,0.2771,0.1524
3/23/19,AAPL,5/17/19,185,Put,5.35,5.5,0.2755,-0.3636,0.0184,-0.0641,0.2809,-0.1038
3/23/19,AAPL,5/17/19,190,Call,8.75,8.95,0.2751,0.5521,0.0197,-0.081,0.2937,0.1327
3/23/19,AAPL,5/17/19,190,Put,7.45,7.65,0.2711,-0.4599,0.0198,-0.0655,0.2958,-0.1309
3/23/19,AAPL,5/17/19,195,Call,6.35,6.55,0.2715,0.4528,0.02,-0.0787,0.2932,0.1124
3/23/19,AAPL,5/17/19,195,Put,10.05,10.35,0.2677,-0.5589,0.0199,-0.0627,0.2931,-0.1585
3/23/19,AAPL,5/17/19,200,Call,4.5,4.65,0.2694,0.3577,0.0189,-0.0726,0.2801,0.0904
3/23/19,AAPL,5/17/19,200,Put,13.2,13.45,0.2645,-0.6544,0.0189,-0.0558,0.2786,-0.1854
3/23/19,AAPL,5/17/19,205,Call,3.05,3.2,0.2673,0.2713,0.0169,-0.0633,0.2528,0.0702
3/23/19,AAPL,5/17/19,205,Put,16.8,17.05,0.2627,-0.7398,0.0167,-0.0462,0.2417,-0.2094
3/30/19,AAPL,4/12/19,185,Call,6.35,6.55,0.2231,0.7418,0.039,-0.1052,0.1202,0.0515
3/30/19,AAPL,4/12/19,185,Put,1.2,1.32,0.2176,-0.254,0.0399,-0.0899,0.1193,-0.0172
3/30/19,AAPL,4/12/19,190,Call,2.94,3.35,0.2075,0.5151,0.0517,-0.1165,0.1482,0.0363
3/30/19,AAPL,4/12/19,190,Put,2.82,3.05,0.2016,-0.4875,0.0539,-0.1016,0.1482,-0.0308
3/30/19,AAPL,4/12/19,192.5,Call,1.94,2,0.2013,0.3844,0.051,-0.1072,0.1421,0.0272
3/30/19,AAPL,4/12/19,192.5,Put,4.1,4.45,0.1956,-0.6233,0.0532,-0.0921,0.1411,-0.037
3/30/19,AAPL,4/12/19,197.5,Call,0.6,0.69,0.1976,0.1677,0.0341,-0.0681,0.0933,0.012
3/30/19,AAPL,4/12/19,197.5,Put,7.65,8.4,0.1947,-0.8442,0.0352,-0.0543,0.0911,-0.0392
3/30/19,AAPL,4/12/19,202.5,Call,0.2,0.24,0.2102,0.0654,0.0163,-0.0365,0.0474,0.0047
3/30/19,AAPL,4/12/19,202.5,Put,11.9,13.35,0.201,-0.956,0.0164,-0.0192,0.0373,-0.0242
3/30/19,AAPL,4/26/19,185,Call,6.55,7.8,0.1918,0.7123,0.0338,-0.0704,0.1794,0.0983
3/30/19,AAPL,4/26/19,185,Put,2.24,2.48,0.2181,-0.3104,0.0311,-0.0687,0.1848,-0.0414
3/30/19,AAPL,4/26/19,190,Call,4.55,4.65,0.2117,0.5231,0.0358,-0.0858,0.2095,0.0727
3/30/19,AAPL,4/26/19,190,Put,4,4.6,0.2114,-0.4805,0.0364,-0.0738,0.2093,-0.0605
3/30/19,AAPL,4/26/19,192.5,Call,3.3,3.9,0.2183,0.4371,0.0343,-0.0863,0.2072,0.0609
3/30/19,AAPL,4/26/19,192.5,Put,5.5,5.9,0.2128,-0.5699,0.0358,-0.0723,0.2055,-0.0692
3/30/19,AAPL,4/26/19,197.5,Call,1.64,1.96,0.2108,0.2725,0.03,-0.0693,0.1747,0.0383
3/30/19,AAPL,4/26/19,197.5,Put,6.7,9.75,0.1599,-0.8066,0.0358,-0.034,0.1474,-0.0727
3/30/19,AAPL,4/26/19,202.5,Call,0.74,0.88,0.208,0.1473,0.0211,-0.0469,0.1211,0.0208
3/30/19,AAPL,4/26/19,202.5,Put,10.95,13.15,0.208,-0.8659,0.0221,-0.0349,0.1189,-0.072
3/30/19,AAPL,5/17/19,185,Call,10.05,10.15,0.2647,0.6368,0.0211,-0.0802,0.258,0.129
3/30/19,AAPL,5/17/19,185,Put,5,5.1,0.2634,-0.3772,0.021,-0.066,0.2626,-0.0921
3/30/19,AAPL,5/17/19,190,Call,7.15,7.25,0.2579,0.5264,0.0229,-0.0811,0.275,0.1106
3/30/19,AAPL,5/17/19,190,Put,7.1,7.4,0.2583,-0.4864,0.0225,-0.0665,0.2765,-0.1179
3/30/19,AAPL,5/17/19,195,Call,4.7,4.95,0.25,0.4109,0.023,-0.0755,0.2668,0.0894
3/30/19,AAPL,5/17/19,195,Put,9.6,10,0.2459,-0.6022,0.0229,-0.0591,0.2662,-0.1443
3/30/19,AAPL,5/17/19,200,Call,2.98,3.15,0.2441,0.3009,0.021,-0.0651,0.2396,0.0675
3/30/19,AAPL,5/17/19,200,Put,13.05,13.3,0.2439,-0.7081,0.0205,-0.0496,0.236,-0.1685
3/30/19,AAPL,5/17/19,205,Call,1.89,1.97,0.2442,0.211,0.0173,-0.0534,0.2078,0.0481
3/30/19,AAPL,5/17/19,205,Put,16.9,17.15,0.2421,-0.7981,0.017,-0.0371,0.2038,-0.1891
4/6/19,AAPL,4/18/19,190,Call,7.85,8,0.2236,0.8246,0.0323,-0.0966,0.0922,0.0508
4/6/19,AAPL,4/18/19,190,Put,0.75,0.8,0.2241,-0.176,0.0325,-0.0844,0.0958,-0.0107
4/6/19,AAPL,4/18/19,192.5,Call,5.85,5.95,0.2143,0.7375,0.0426,-0.1136,0.1164,0.0458
4/6/19,AAPL,4/18/19,192.5,Put,1.23,1.29,0.2155,-0.2642,0.0428,-0.102,0.1197,-0.0158
4/6/19,AAPL,4/18/19,197.5,Call,2.74,2.82,0.2066,0.4892,0.0541,-0.1291,0.1424,0.0307
4/6/19,AAPL,4/18/19,197.5,Put,3.05,3.15,0.2044,-0.5134,0.0553,-0.1156,0.1426,-0.0288
4/6/19,AAPL,4/18/19,200,Call,1.72,1.76,0.2052,0.3573,0.0509,-0.1187,0.1332,0.0225
4/6/19,AAPL,4/18/19,200,Put,4.5,4.6,0.2018,-0.6491,0.0524,-0.1044,0.1319,-0.034
4/6/19,AAPL,4/18/19,205,Call,0.58,0.6,0.2079,0.1549,0.0321,-0.0758,0.085,0.0098
4/6/19,AAPL,4/18/19,205,Put,8.35,8.55,0.2061,-0.8544,0.0329,-0.0622,0.0829,-0.0354
4/6/19,AAPL,5/3/19,190,Call,10.55,10.8,0.2961,0.6934,0.0217,-0.11,0.1915,0.0966
4/6/19,AAPL,5/3/19,190,Put,3.25,3.35,0.2947,-0.307,0.022,-0.0973,0.1912,-0.0435
4/6/19,AAPL,5/3/19,192.5,Call,8.9,9.15,0.2929,0.6365,0.0235,-0.1151,0.2048,0.0892
4/6/19,AAPL,5/3/19,192.5,Put,4.05,4.2,0.2905,-0.3642,0.0239,-0.1021,0.2071,-0.0508
4/6/19,AAPL,5/3/19,197.5,Call,6.05,6.25,0.2853,0.5127,0.0256,-0.1174,0.2175,0.0727
4/6/19,AAPL,5/3/19,197.5,Put,6.15,6.35,0.2829,-0.4901,0.0262,-0.1043,0.2175,-0.066
4/6/19,AAPL,5/3/19,200,Call,4.85,5,0.2806,0.4479,0.0258,-0.1139,0.2158,0.0639
4/6/19,AAPL,5/3/19,200,Put,7.45,7.65,0.2794,-0.5558,0.0263,-0.1013,0.217,-0.0728
4/6/19,AAPL,5/3/19,205,Call,2.98,3.1,0.2753,0.3232,0.0239,-0.1005,0.1959,0.0465
4/6/19,AAPL,5/3/19,205,Put,10.5,10.75,0.2712,-0.6849,0.0246,-0.0864,0.1918,-0.0832
4/6/19,AAPL,5/24/19,190,Call,11.3,11.7,0.2634,0.6721,0.0198,-0.0809,0.2579,0.1368
4/6/19,AAPL,5/24/19,190,Put,4.3,4.55,0.2607,-0.338,0.0197,-0.0657,0.2621,-0.0835
4/6/19,AAPL,5/24/19,192.5,Call,9.7,10.1,0.2607,0.6209,0.021,-0.0831,0.2728,0.13
4/6/19,AAPL,5/24/19,192.5,Put,5.3,5.5,0.2601,-0.3895,0.0207,-0.0683,0.2765,-0.0952
4/6/19,AAPL,5/24/19,197.5,Call,6.95,7.25,0.2548,0.5121,0.0223,-0.083,0.2865,0.1128
4/6/19,AAPL,5/24/19,197.5,Put,7.4,7.7,0.2513,-0.4975,0.0224,-0.0672,0.2872,-0.1191
4/6/19,AAPL,5/24/19,200,Call,5.7,6,0.2503,0.4557,0.0225,-0.0803,0.2837,0.1031
4/6/19,AAPL,5/24/19,200,Put,8.7,9.05,0.2489,-0.5534,0.0224,-0.0651,0.2824,-0.1305
4/6/19,AAPL,5/24/19,205,Call,3.75,4.05,0.2458,0.3468,0.0212,-0.0721,0.2693,0.0815
4/6/19,AAPL,5/24/19,205,Put,11.8,12.15,0.2452,-0.6614,0.0211,-0.0571,0.2669,-0.1524
4/13/19,AAPL,4/26/19,185,Call,14.2,14.45,0.2501,0.9358,0.0129,-0.0555,0.0489,0.0658
4/13/19,AAPL,4/26/19,185,Put,0.28,0.3,0.2526,-0.0658,0.0131,-0.0442,0.0507,-0.0048
4/13/19,AAPL,4/26/19,190,Call,9.6,9.8,0.2261,0.8587,0.0254,-0.0815,0.0872,0.0617
